ACCESSION_NUMBER,Business Plan,NAMEOFISSUER,CIK,FILE_NUMBER,amount,SUBMISSION_TYPE_x,FILING_DATE_x
0001783347-19-000003,https://www.sec.gov/Archives/edgar/data/1783347/000178334719000003/formc.pdf,"Jetson AI, Inc.",1783347,020-25523,"1,070,000",C/A,20190820
0001783347-20-000001,https://www.sec.gov/Archives/edgar/data/1783347/000178334720000001/jetson.pdf,Jetson AI Inc.,1783347,020-25523,"1,070,000",C-AR,20200512
0001783556-19-000002,https://www.sec.gov/Archives/edgar/data/1783556/000178355619000002/formc.pdf,"XFit, Inc.",1783556,020-25627,"134,310",C,20190910
0001783556-19-000004,https://www.sec.gov/Archives/edgar/data/1783556/000178355619000004/formc.pdf,"XFit, Inc.",1783556,020-25627,"134,310",C/A,20191018
0001783556-19-000005,https://www.sec.gov/Archives/edgar/data/1783556/000178355619000005/formc.pdf,"XFit, Inc.",1783556,020-25627,"134,310",C/A,20191105
0001783556-19-000006,https://www.sec.gov/Archives/edgar/data/1783556/000178355619000006/formc.pdf,"XFit, Inc.",1783556,020-25627,"134,310",C/A,20191106
0001783556-19-000007,https://www.sec.gov/Archives/edgar/data/1783556/000178355619000007/formc.pdf,"XFit, Inc.",1783556,020-25627,"134,310",C/A,20191107
0001783556-20-000001,https://www.sec.gov/Archives/edgar/data/1783556/000178355620000001/formc-ar.pdf,"XFit, Inc.",1783556,020-25627,"134,310",C-AR,20200318
0001783580-19-000001,https://www.sec.gov/Archives/edgar/data/1783580/000178358019000001/eemberfundformcexhibitc.pdf,Ember Fund LLC,1783580,020-25817,"609,827",C,20191101
0001783580-20-000001,https://www.sec.gov/Archives/edgar/data/1783580/000178358020000001/emberfundformca.pdf,Ember Fund LLC,1783580,020-25817,"609,827",C/A,20200121
0001783580-20-000002,https://www.sec.gov/Archives/edgar/data/1783580/000178358020000002/emberfundformca.pdf,Ember Fund LLC,1783580,020-25817,"609,827",C/A,20200121
0001783580-20-000006,https://www.sec.gov/Archives/edgar/data/1783580/000178358020000006/formcarconvertedwo.pdf,Ember Fund Inc,1783580,020-25817,"609,827",C-AR,20200501
0001746059-19-000011,https://www.sec.gov/Archives/edgar/data/1783625/000174605919000011/kintap_offmemo.pdf,"Kin Tap & Rec Room, LLC",1783625,020-25542,"89,400.00",C,20190805
0001746059-19-000079,https://www.sec.gov/Archives/edgar/data/1783625/000174605919000079/kintaproom_pitchdeck.pdf,"Kin Tap & Rec Room, LLC",1783625,020-25542,"89,400.00",C/A,20191119
0001746059-19-000107,https://www.sec.gov/Archives/edgar/data/1783625/000174605919000107/kintaproom_rsnca.pdf,"Kin Tap & Rec Room, LLC",1783625,020-25542,"89,400.00",C/A,20191227
0001746059-19-000108,https://www.sec.gov/Archives/edgar/data/1783625/000174605919000108/kintr_formca.pdf,"Kin Tap & Rec Room, LLC",1783625,020-25542,"89,400.00",C/A,20191227
0001746059-20-000033,https://www.sec.gov/Archives/edgar/data/1783625/000174605920000033/Kintaprec_offmoca.pdf,"Kin Tap & Rec Room, LLC",1783625,020-25542,"89,400.00",C/A,20200211
0001746059-19-000006,https://www.sec.gov/Archives/edgar/data/1783656/000174605919000006/keegank-offmemo.pdf,Keegan Kreations LLC,1783656,020-25522,"94,700",C,20190725
0001783698-19-000001,https://www.sec.gov/Archives/edgar/data/1783698/000178369819000001/KellyKozakLinkedIn3.pdf,BERNAL CUTLERY INC.,1783698,020-25541,"139,380",C,20190802
0001783698-20-000001,https://www.sec.gov/Archives/edgar/data/1783698/000178369820000001/KellyKozakLinkedIn3.pdf,BERNAL CUTLERY INC.,1783698,020-25541,"139,380",C/A,20200508
0001746059-19-000013,https://www.sec.gov/Archives/edgar/data/1783915/000174605919000013/pbc_offmemo.pdf,Bottoms Up LLC,1783915,020-25547,"89,600",C,20190808
0001746059-19-000012,https://www.sec.gov/Archives/edgar/data/1783923/000174605919000012/9me_appc.pdf,9 MILES EAST SARATOGA LLC,1783923,020-25543,"300,000.00",C,20190806
0001746059-19-000044,https://www.sec.gov/Archives/edgar/data/1783923/000174605919000044/9me_offmem2.pdf,9 MILES EAST SARATOGA LLC,1783923,020-25705,"50,000.00",C,20191004
0001746059-20-000026,https://www.sec.gov/Archives/edgar/data/1783923/000174605920000026/9me_noteagmt.pdf,9 MILES EAST SARATOGA LLC,1783923,020-26064,"60,000",C,20200130
0001746059-20-000027,https://www.sec.gov/Archives/edgar/data/1783923/000174605920000027/9me_noteagmt.pdf,9 MILES EAST SARATOGA LLC,1783923,020-26064,"60,000",C/A,20200130
0001784089-19-000001,https://www.sec.gov/Archives/edgar/data/1784089/000178408919000001/formcopenavn.pdf,OpenAVN Inc,1784089,020-25783,"27,100",C,20191025
0001784089-20-000001,https://www.sec.gov/Archives/edgar/data/1784089/000178408920000001/CARreport.pdf,OpenAVN Inc,1784089,020-25783,"27,100",C-AR,20200430
0001784144-19-000001,https://www.sec.gov/Archives/edgar/data/1784144/000178414419000001/nannoformc.pdf,"Nanno, Inc.",1784144,020-25555,"1,070,000",C,20190812
0001784144-19-000002,https://www.sec.gov/Archives/edgar/data/1784144/000178414419000002/nannoformca.pdf,"Nanno, Inc.",1784144,020-25555,"1,070,000",C/A,20190917
0001784144-19-000003,https://www.sec.gov/Archives/edgar/data/1784144/000178414419000003/nannoformca110619.pdf,"Nanno, Inc.",1784144,020-25555,"1,070,000",C/A,20191106
0001784144-20-000003,https://www.sec.gov/Archives/edgar/data/1784144/000178414420000003/Nanno-FormC-AR-2.pdf,"Nanno, Inc.",1784144,020-25555,"1,070,000",C-AR,20200429
0001784191-19-000002,https://www.sec.gov/Archives/edgar/data/1784191/000178419119000002/avenifyformc.pdf,Avenify Corp,1784191,020-25692,"301,909",C,20191003
0001784191-19-000003,https://www.sec.gov/Archives/edgar/data/1784191/000178419119000003/avenifyformca.pdf,Avenify Corp,1784191,020-25692,"301,909",C/A,20191106
0001784191-20-000001,https://www.sec.gov/Archives/edgar/data/1784191/000178419120000001/avenifyformca.pdf,Avenify Corp,1784191,020-25692,"301,909",C/A,20200326
0001784191-20-000005,https://www.sec.gov/Archives/edgar/data/1784191/000178419120000005/formcar.pdf,Avenify Corp,1784191,020-25692,"301,909",C-AR,20200923
0001669191-19-000277,https://www.sec.gov/Archives/edgar/data/1784338/000166919119000277/otherfinancial.pdf,"TriniCorp, Inc.",1784338,020-25553,"32,443",C,20190809
0001669191-19-000392,https://www.sec.gov/Archives/edgar/data/1784338/000166919119000392/otherfinancial.pdf,"TriniCorp, Inc.",1784338,020-25553,"32,443",C/A,20191108
0001665160-19-000987,https://www.sec.gov/Archives/edgar/data/1784430/000166516019000987/offeringmemoformc.pdf,VLISO Inc.,1784430,020-25725,"1,070,094.92",C,20191010
0001665160-19-000998,https://www.sec.gov/Archives/edgar/data/1784430/000166516019000998/offeringmemoformc.pdf,VLISO Inc.,1784430,020-25725,"1,070,094.92",C/A,20191011
0001665160-20-000269,https://www.sec.gov/Archives/edgar/data/1784430/000166516020000269/offeringmemoformc.pdf,VLISO Inc.,1784430,020-25725,"1,070,094.92",C/A,20200324
0001665160-20-000367,https://www.sec.gov/Archives/edgar/data/1784430/000166516020000367/offeringmemoformc.pdf,VLISO Inc.,1784430,020-25725,"1,070,094.92",C/A,20200422
0001665160-20-000581,https://www.sec.gov/Archives/edgar/data/1784430/000166516020000581/offeringmemoformc.pdf,VLISO Inc.,1784430,020-25725,"1,070,094.92",C/A,20200508
0001665160-20-000598,https://www.sec.gov/Archives/edgar/data/1784430/000166516020000598/form_car.pdf,VLISO Inc.,1784430,020-25725,"1,070,094.92",C-AR,20200514
0001784785-19-000001,https://www.sec.gov/Archives/edgar/data/1784785/000178478519000001/formc.pdf,"BTG Operations, LLC",1784785,020-25596,"427,883",C,20190827
0001784785-19-000003,https://www.sec.gov/Archives/edgar/data/1784785/000178478519000003/formc.pdf,"BTG Operations, LLC",1784785,020-25596,"427,883",C/A,20191010
0001784785-19-000004,https://www.sec.gov/Archives/edgar/data/1784785/000178478519000004/formc.pdf,"BTG Operations, LLC",1784785,020-25596,"427,883",C/A,20191021
0001784785-20-000003,https://www.sec.gov/Archives/edgar/data/1784785/000178478520000003/formc-ar.pdf,"BTG Operations, LLC",1784785,020-25596,"427,883",C-AR,20200826
0001785021-19-000001,https://www.sec.gov/Archives/edgar/data/1785021/000178502119000001/formcbph.pdf,Back Porch Homes LLC,1785021,020-25733,"159,438",C,20191015
0001785021-20-000002,https://www.sec.gov/Archives/edgar/data/1785021/000178502120000002/convertedformcar.pdf,Back Porch Homes LLC,1785021,020-25733,"159,438",C-AR,20200828
0001785072-19-000001,https://www.sec.gov/Archives/edgar/data/1785072/000178507219000001/formcworkhard.pdf,Work Hard Digital Services LLC,1785072,020-25580,"21,538",C,20190820
0001785115-19-000001,https://www.sec.gov/Archives/edgar/data/1785115/000178511519000001/formc.pdf,"A Boring Life, Inc.",1785115,020-25561,"107,000",C,20190815
0001785115-19-000003,https://www.sec.gov/Archives/edgar/data/1785115/000178511519000003/formc.pdf,"A Boring Life, Inc.",1785115,020-25561,"107,000",C/A,20190918
0001785115-19-000004,https://www.sec.gov/Archives/edgar/data/1785115/000178511519000004/formc.pdf,"A Boring Life, Inc.",1785115,020-25561,"107,000",C/A,20190918
0001785115-20-000001,https://www.sec.gov/Archives/edgar/data/1785115/000178511520000001/boringlifeformc.pdf,Boring Life Inc,1785115,020-26052,"111,173",C,20200127
0001764730-20-000003,https://www.sec.gov/Archives/edgar/data/1785115/000176473020000003/boringlifeformca.pdf,Boring Life Inc,1785115,020-26052,"111,173",C/A,20200423
0001785176-19-000001,https://www.sec.gov/Archives/edgar/data/1785176/000178517619000001/exhibitclayali.pdf,Layali LLC,1785176,020-25681,"77,472",C,20190930
0001785176-19-000002,https://www.sec.gov/Archives/edgar/data/1785176/000178517619000002/layaliformc.pdf,Layali LLC,1785176,020-25681,"77,472",C/A,20191220
0001785176-20-000002,https://www.sec.gov/Archives/edgar/data/1785176/000178517620000002/layalicar.pdf,Layali LLC,1785176,020-25681,"77,472",C-AR,20200428
0001785236-19-000001,https://www.sec.gov/Archives/edgar/data/1785236/000178523619000001/doc5.pdf,"Texas Karne, LLC",1785236,020-25746,"392,600",C,20191017
0001785236-20-000002,https://www.sec.gov/Archives/edgar/data/1785236/000178523620000002/karnekorean.pdf,"Texas Karne, LLC",1785236,020-25746,"392,600",C-AR,20200430
0001785244-19-000001,https://www.sec.gov/Archives/edgar/data/1785244/000178524419000001/doc5.pdf,Handies Douzo LLC,1785244,020-25595,"75,000",C,20190826
0001785244-19-000003,https://www.sec.gov/Archives/edgar/data/1785244/000178524419000003/formcads.pdf,Handies Douzo LLC,1785244,020-25595,"75,000",C/A,20190829
0001746059-19-000015,https://www.sec.gov/Archives/edgar/data/1785515/000174605919000015/advenpub_offmemo.pdf,"Parthenon Entertainment, Inc.",1785515,020-25578,"48,600",C,20190820
0001746059-19-000016,https://www.sec.gov/Archives/edgar/data/1785515/000174605919000016/advenpub_appxb.pdf,"Parthenon Entertainment, Inc.",1785515,020-25578,"48,600",C/A,20190821
0001665160-19-000888,https://www.sec.gov/Archives/edgar/data/1785716/000166516019000888/offeringmemoformc.pdf,"Adv3nture, Inc.",1785716,020-25602,"539,050",C,20190829
0001665160-19-001072,https://www.sec.gov/Archives/edgar/data/1785716/000166516019001072/offeringmemoformc.pdf,"Adv3nture, Inc.",1785716,020-25602,"539,050",C/A,20191028
0001785943-19-000001,https://www.sec.gov/Archives/edgar/data/1785943/000178594319000001/formcstatusmoneyfinal.pdf,Status Money Inc.,1785943,020-25687,"420,945",C,20191001
0001785943-19-000002,https://www.sec.gov/Archives/edgar/data/1785943/000178594319000002/statusmoneyformca103119.pdf,Status Money Inc.,1785943,020-25687,"420,945",C/A,20191031
0001786094-19-000002,https://www.sec.gov/Archives/edgar/data/1786094/000178609419000002/formc.pdf,"dna ID, Inc.",1786094,020-25718,"58,039",C,20191009
0001786094-19-000004,https://www.sec.gov/Archives/edgar/data/1786094/000178609419000004/formc.pdf,"dna ID, Inc.",1786094,020-25718,"58,039",C/A,20191121
0001665160-19-001209,https://www.sec.gov/Archives/edgar/data/1786194/000166516019001209/offeringmemoformc.pdf,"SitTight, Inc.",1786194,020-25958,"11,650.8",C,20191218
0001665160-19-001253,https://www.sec.gov/Archives/edgar/data/1786194/000166516019001253/offeringmemoformc.pdf,"SitTight, Inc.",1786194,020-25958,"11,650.8",C/A,20191230
0001786494-19-000001,https://www.sec.gov/Archives/edgar/data/1786494/000178649419000001/formckeylacooks.pdf,Keyla Cooks LLC,1786494,020-25654,"89,450",C,20190920
0001786494-19-000002,https://www.sec.gov/Archives/edgar/data/1786494/000178649419000002/formckeylacooks.pdf,Keyla Cooks LLC,1786494,020-25654,"89,450",C/A,20190920
0001786494-19-000004,https://www.sec.gov/Archives/edgar/data/1786494/000178649419000004/formccasabrasil.pdf,Casa Brasil LLC,1786494,020-25654,"89,450",C/A,20191025
0001746059-19-000022,https://www.sec.gov/Archives/edgar/data/1786547/000174605919000022/ivyees_offering.pdf,"Logwood Company, LLC",1786547,020-25598,"33,400",C,20190828
0001746059-19-000024,https://www.sec.gov/Archives/edgar/data/1786547/000174605919000024/ivyees_offeringmemo.pdf,"Logwood Company, LLC",1786547,020-25598,"33,400",C/A,20190828
0001669191-19-000319,https://www.sec.gov/Archives/edgar/data/1786855/000166919119000319/otherfinancial.pdf,College Coaching Network Inc.,1786855,020-25632,"42,820",C,20190912
0001669191-19-000319,https://www.sec.gov/Archives/edgar/data/1786855/000166919119000319/otherfinancial.pdf,College Coaching Network Inc.,1786855,020-25632,"1,100",C,20190912
0001669191-19-000414,https://www.sec.gov/Archives/edgar/data/1786855/000166919119000414/otherfinancial.pdf,College Coaching Network Inc.,1786855,020-25632,"42,820",C/A,20191209
0001669191-19-000414,https://www.sec.gov/Archives/edgar/data/1786855/000166919119000414/otherfinancial.pdf,College Coaching Network Inc.,1786855,020-25632,"1,100",C/A,20191209
0001669191-20-000035,https://www.sec.gov/Archives/edgar/data/1786855/000166919120000035/otherfinancial.pdf,College Coaching Network Inc.,1786855,020-25632,"42,820",C/A,20200131
0001669191-20-000035,https://www.sec.gov/Archives/edgar/data/1786855/000166919120000035/otherfinancial.pdf,College Coaching Network Inc.,1786855,020-25632,"1,100",C/A,20200131
0001669191-20-000039,https://www.sec.gov/Archives/edgar/data/1786855/000166919120000039/otherfinancial.pdf,College Coaching Network Inc.,1786855,020-25632,"42,820",C/A,20200203
0001669191-20-000039,https://www.sec.gov/Archives/edgar/data/1786855/000166919120000039/otherfinancial.pdf,College Coaching Network Inc.,1786855,020-25632,"1,100",C/A,20200203
0001669191-20-000051,https://www.sec.gov/Archives/edgar/data/1786855/000166919120000051/otherfinancial.pdf,College Coaching Network Inc.,1786855,020-25632,"42,820",C/A,20200211
0001669191-20-000051,https://www.sec.gov/Archives/edgar/data/1786855/000166919120000051/otherfinancial.pdf,College Coaching Network Inc.,1786855,020-25632,"1,100",C/A,20200211
0001669191-20-000206,https://www.sec.gov/Archives/edgar/data/1786855/000166919120000206/otherfinancial.pdf,College Coaching Network Inc.,1786855,020-25632,"42,820",C/A,20200428
0001669191-20-000206,https://www.sec.gov/Archives/edgar/data/1786855/000166919120000206/otherfinancial.pdf,College Coaching Network Inc.,1786855,020-25632,"1,100",C/A,20200428
0001665160-19-001078,https://www.sec.gov/Archives/edgar/data/1786874/000166516019001078/offeringmemoformc.pdf,"Called Higher Studios, Inc.",1786874,020-25799,"1,069,191.49",C,20191030
0001665160-20-000674,https://www.sec.gov/Archives/edgar/data/1786874/000166516020000674/form_car.pdf,"Called Higher Studios, Inc.",1786874,020-25799,"1,069,191.49",C-AR,20200529
0001669191-19-000351,https://www.sec.gov/Archives/edgar/data/1787006/000166919119000351/otherfinancial.pdf,"SelenBio, Inc.",1787006,020-25691,"148,172",C,20191003
0001669191-19-000356,https://www.sec.gov/Archives/edgar/data/1787006/000166919119000356/otherfinancial.pdf,"SelenBio, Inc.",1787006,020-25691,"148,172",C/A,20191003
0001669191-19-000360,https://www.sec.gov/Archives/edgar/data/1787006/000166919119000360/otherfinancial.pdf,"SelenBio, Inc.",1787006,020-25691,"148,172",C/A,20191004
0001669191-20-000024,https://www.sec.gov/Archives/edgar/data/1787006/000166919120000024/otherfinancial.pdf,"SelenBio, Inc.",1787006,020-25691,"148,172",C/A,20200128
0001669191-20-000146,https://www.sec.gov/Archives/edgar/data/1787006/000166919120000146/otherfinancial.pdf,"SelenBio, Inc.",1787006,020-25691,"148,172",C/A,20200327
0001669191-20-000309,https://www.sec.gov/Archives/edgar/data/1787006/000166919120000309/selenbioannualreportfinal.pdf,"SelenBio, Inc",1787006,020-25691,"148,172",C-AR,20200612
0001787138-19-000001,https://www.sec.gov/Archives/edgar/data/1787138/000178713819000001/formc.pdf,"Backyard Soda Co, Inc.",1787138,020-25628,"107,000",C,20190911
0001787138-19-000003,https://www.sec.gov/Archives/edgar/data/1787138/000178713819000003/formc.pdf,"Backyard Soda Co, Inc.",1787138,020-25628,"107,000",C/A,20191018
0001787138-20-000001,https://www.sec.gov/Archives/edgar/data/1787138/000178713820000001/FormCAR.pdf,"Backyard Soda Co, Inc.",1787138,020-25628,"107,000",C-AR,20200514
0001669191-19-000408,https://www.sec.gov/Archives/edgar/data/1787611/000166919119000408/otherfinancial.pdf,Attorney Et Al. Inc.,1787611,020-25853,"11,300",C,20191115
0001669191-20-000020,https://www.sec.gov/Archives/edgar/data/1787611/000166919120000020/otherfinancial.pdf,Attorney Et Al. Inc.,1787611,020-25853,"11,300",C/A,20200127
0001669191-20-000029,https://www.sec.gov/Archives/edgar/data/1787611/000166919120000029/otherfinancial.pdf,Attorney Et Al. Inc.,1787611,020-25853,"11,300",C/A,20200128
0001669191-20-000047,https://www.sec.gov/Archives/edgar/data/1787611/000166919120000047/otherfinancial.pdf,Attorney Et Al. Inc.,1787611,020-25853,"11,300",C/A,20200210
0001669191-20-000122,https://www.sec.gov/Archives/edgar/data/1787611/000166919120000122/otherfinancial.pdf,Attorney Et Al. Inc.,1787611,020-25853,"11,300",C/A,20200316
0001669191-20-000187,https://www.sec.gov/Archives/edgar/data/1787611/000166919120000187/otherfinancial.pdf,Attorney Et Al. Inc.,1787611,020-25853,"11,300",C/A,20200423
0001669191-20-000200,https://www.sec.gov/Archives/edgar/data/1787611/000166919120000200/otherfinancial.pdf,Attorney Et Al. Inc.,1787611,020-25853,"11,300",C/A,20200427
0001787645-19-000001,https://www.sec.gov/Archives/edgar/data/1787645/000178764519000001/formc.pdf,"Gleantap, Inc.",1787645,020-25688,"255,629",C,20191001
0001787645-19-000003,https://www.sec.gov/Archives/edgar/data/1787645/000178764519000003/formc.pdf,"Gleantap, Inc.",1787645,020-25688,"255,629",C/A,20191031
0001787645-19-000004,https://www.sec.gov/Archives/edgar/data/1787645/000178764519000004/formc.pdf,"Gleantap, Inc.",1787645,020-25688,"255,629",C/A,20191122
0001787645-20-000001,https://www.sec.gov/Archives/edgar/data/1787645/000178764520000001/formc-ar.pdf,"Gleantap, Inc.",1787645,020-25688,"255,629",C-AR,20200501
